0,0,0.00,4
0,1,39.58,2528
0,2,16.75,6
0,3,0.00,0
0,4,0.01,146
0,5,33.80,
0,6,0.01,59
0,7,56.55,0
0,8,56.33,100000
0,9,0.01,0
0,10,0.01,224
0,11,0.00,0
0,12,0.13,2604
0,13,34.09,
1,0,0.01,4
1,1,39.36,2528
1,2,16.75,6
1,3,0.01,0
1,4,0.01,146
1,5,33.98,
1,6,0.02,59
1,7,55.39,0
1,8,56.22,100000
1,9,0.01,0
1,10,0.02,224
1,11,0.00,0
1,12,0.13,2604
1,13,34.00,
2,0,0.01,4
2,1,39.48,2528
2,2,16.85,6
2,3,0.00,0
2,4,0.01,146
2,5,34.09,
2,6,0.03,59
2,7,55.10,0
2,8,56.42,100000
2,9,0.02,0
2,10,0.01,224
2,11,0.00,0
2,12,0.13,2604
2,13,34.15,
3,0,0.01,4
3,1,39.63,2528
3,2,16.78,6
3,3,0.01,0
3,4,0.01,146
3,5,34.18,
3,6,0.03,59
3,7,55.15,0
3,8,56.44,100000
3,9,0.01,0
3,10,0.01,224
3,11,0.00,0
3,12,0.13,2604
3,13,34.37,
4,0,0.01,4
4,1,39.45,2528
4,2,16.75,6
4,3,0.01,0
4,4,0.01,146
4,5,34.30,
4,6,0.04,59
4,7,55.24,0
4,8,56.39,100000
4,9,0.02,0
4,10,0.01,224
4,11,0.00,0
4,12,0.14,2604
4,13,34.60,
